,Species,Farm.Name,Lot.Number,Altitude,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Country.of.Origin
482,Arabica,finca los cerros y anexos,,5440-5760 metros,250,69 kg,2013,"March 11th, 2013",Bourbon,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,7.5,82.92,0.11,0,0,Green,2,"March 11th, 2014",2
483,Arabica,chilcuatla,,1100,250,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,82.25,0.11,0,0,Green,0,"July 11th, 2013",3
484,Arabica,rio verde,,1268,12,2 kg,2015/2016,"October 8th, 2015",Bourbon,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75,82.33,0.07,0,0,Green,0,"October 7th, 2016",0
485,Arabica,barranca de las flores,,6100 metros,250,1 kg,2013,"February 13th, 2013",Bourbon,Washed / Wet,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,80.5,0.12,1,0,Green,1,"February 13th, 2014",2
486,Arabica,finca el morito,,5500-6000 psnm,275,69 kg,2012,"October 5th, 2012",Bourbon,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,81.67,0.11,0,0,Green,4,"October 5th, 2013",2
487,Arabica,several farms,,1300 mts,250,3 lbs,2012,"May 24th, 2012",Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10,10,10,7.75,83.75,0.11,0,0,Bluish-Green,1,"May 24th, 2013",2
488,Arabica,la distancia,,1700,100,80 kg,2012,"July 27th, 2012",Typica,Washed / Wet,8,7.75,7.75,7.83,7.5,7.67,10,10,10,7.83,84.33,0.12,0,0,Blue-Green,1,"July 27th, 2013",3
489,Arabica,rancho bonito,,1350-1500,250,2 kg,2015,"June 25th, 2015",Catuai,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,81.83,0.11,0,0,Green,7,"June 24th, 2016",3
490,Arabica,fazenda do sertao,,1.250 m,300,1 kg,2011/2012,"December 21st, 2011",Yellow Bourbon,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10,10,10,7.83,83.83,0.12,0,0,Green,3,"December 20th, 2012",0
491,Arabica,finca monte grande,,1100,36,1 kg,2012,"June 6th, 2012",Other,Washed / Wet,7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,6.67,75.17,0.12,0,0,,8,"June 6th, 2013",3
492,Arabica,sertao,,1.25,300,1 kg,2012,"April 12th, 2012",Bourbon,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,81.5,0.12,0,0,Blue-Green,2,"April 12th, 2013",0
493,Arabica,fazenda baipendi,,900-1200m,80,60 kg,2011,"October 28th, 2011",,,8,8,7.5,7.5,7.67,7.75,10,10,10,7.92,84.33,0.02,0,0,,2,"October 27th, 2012",0
494,Arabica,fazenda serra de três barras,,1250m,5,60 kg,2011,"December 3rd, 2011",Bourbon,Semi-washed / Semi-pulped,8,8,8,7.67,7.75,8,10,10,10,8,85.42,0.11,0,0,Blue-Green,1,"December 2nd, 2012",0
495,Arabica,,3-37-2548,,275,70 kg,2016,"April 15th, 2016",Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10,10,10,7.67,83.58,0.11,0,0,Green,4,"April 15th, 2017",1
496,Arabica,el morito,,5000 ft.,250,69 kg,2014,"May 29th, 2014",Pacas,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,84.58,0.11,0,0,Green,1,"May 29th, 2015",2
497,Arabica,la esmeralda,11/23/0701,4000,80,69 kg,2017,"June 5th, 2017",Bourbon,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,81.67,0.12,0,1,Green,3,"June 5th, 2018",2
498,Arabica,corral del diablo lote 1,,1300,74,1 kg,2012,"July 25th, 2012",Typica,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,82.42,0.11,0,0,Green,0,"July 25th, 2013",3
499,Arabica,,,1813,250,70 kg,2014/2015,"October 15th, 2014",Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58,83.42,0.12,0,0,Green,1,"October 15th, 2015",1
500,Arabica,água limpa,,1200m,30,60 kg,2012,"February 23rd, 2012",Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10,10,10,7.58,83.25,0.11,0,0,Blue-Green,1,"February 22nd, 2013",0
501,Arabica,nueva granada,,,250,69 kg,2012,"February 16th, 2012",Bourbon,Washed / Wet,7.67,8,7.67,8,7.5,7.83,10,10,10,7.83,84.5,0.11,0,0,Green,2,"February 15th, 2013",2
502,Arabica,,GO-669-16,,198,59 kg,2016,"April 19th, 2017",,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,10,10,10,7.5,82.58,0.11,0,0,Green,7,"April 19th, 2018",0
503,Arabica,el papaturro,,4000psn,80,69 kg,2015,"July 20th, 2015",Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5,82.83,0.11,0,0,Green,2,"July 19th, 2016",2
504,Arabica,,,1880 msnm,250,70 kg,47/2010,"February 22nd, 2011",,,7.83,7.75,7.33,7.25,7.42,7.92,10,10,10,7.58,83.08,0.08,1,0,,3,"February 22nd, 2012",1
505,Arabica,texpanco,,690,10,1 kg,2012,"September 27th, 2012",Mundo Novo,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,81.92,0.14,2,0,,8,"September 27th, 2013",3
506,Arabica,la esperanza,11/23/0633,1901,25,69 kg,2017,"August 22nd, 2017",Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,81.92,0.1,0,0,Green,1,"August 22nd, 2018",2
507,Arabica,,2017/2018 - Lot 2,,305,59 kg,2017 / 2018,"October 27th, 2017",,Natural / Dry,7,7,6.83,7,7.33,6.83,6,6,10,6.67,70.67,0.11,0,1,Green,55,"October 27th, 2018",0
508,Arabica,finca la estancia,,1200,20,1 kg,2012,"July 26th, 2012",Typica,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83,83,0.11,0,0,Green,7,"July 26th, 2013",3
509,Arabica,,,1000 msnm,250,70 kg,2013,"April 26th, 2013",Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,7.5,83.33,0.11,0,0,Green,1,"April 26th, 2014",1
510,Arabica,,,1550,250,70 kg,2014,"March 21st, 2014",Caturra,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10,10,10,7.58,83.58,0,0,0,,0,"March 21st, 2015",1
511,Arabica,cachoeira da grama farm,43104350 - K25247,,300,59 kg,,"January 16th, 2018",Bourbon,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,7.33,81,0.11,0,6,Green,9,"January 16th, 2019",0
512,Arabica,finca el morito,,5500-6000 psnm,275,69 kg,2012,"October 5th, 2012",Bourbon,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,82.33,0.11,0,0,Green,3,"October 5th, 2013",2
513,Arabica,el sacramento,,4300,250,69 kg,2013,"February 26th, 2013",Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,81.83,0.11,0,0,Green,1,"February 26th, 2014",2
514,Arabica,fazenda capoeirnha,019/17,890,320,60 kg,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.5,7.75,7.58,7.5,7.58,7.5,10,10,10,8.5,83.92,0,0,0,Green,3,"October 20th, 2018",0
515,Arabica,sertao farm,,1200,300,60 kg,2014/2015,"December 16th, 2014",Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25,80.92,0.12,0,0,Green,8,"December 16th, 2015",0
516,Arabica,,2016/0001,,305,59 kg,2016 / 2017,"October 13th, 2016",,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5,82.33,0.11,0,4,Green,14,"October 13th, 2017",0
517,Arabica,,,,100,30 kg,2013,"September 3rd, 2013",,Natural / Dry,8.58,8.42,8.42,8.5,8.25,8.33,10,10,10,8.33,88.83,0.11,0,0,Bluish-Green,1,"September 3rd, 2014",0
518,Arabica,llano hermoso,,1300,100,1 kg,2012,"September 11th, 2012",Typica,Natural / Dry,7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,78.33,0.13,31,0,Green,47,"September 11th, 2013",3
519,Arabica,finca el gavilancillo,,950,10,1 kg,2012,"September 11th, 2012",Other,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,81,0.12,0,0,Green,12,"September 11th, 2013",3
520,Arabica,finca la joya,11/52/1170,3664,275,69 kg,2016,"June 23rd, 2016",Caturra,Washed / Wet,7.75,7.75,7.58,8,7.67,7.83,10,10,10,7.58,84.17,0.11,0,0,Green,6,"June 23rd, 2017",2
521,Arabica,linda vista,11-973-152,2100,275,0 kg,2016,"August 12th, 2016",Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,83.25,0.11,0,2,Green,7,"August 12th, 2017",2
522,Arabica,,,1550,250,70 kg,2013,"December 20th, 2013",Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,7.92,84.67,0,0,0,Green,0,"December 20th, 2014",1
523,Arabica,las nubes - pante don jaime,,1600,28,1 kg,2012,"June 6th, 2012",Marigojipe,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,81.58,0.11,0,0,,0,"June 6th, 2013",3
524,Arabica,,,,300,60 kg,2014,"January 15th, 2015",Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,82.17,0.12,0,0,Green,1,"January 15th, 2016",0
525,Arabica,,,de 1.600 a 1.950 msn,150,70 kg,Mayo a Julio,"July 29th, 2011",Caturra,,7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,82,0.07,0,0,,2,"July 28th, 2012",1
526,Arabica,,3-37-4434,1600,43,70 kg,2016,"August 5th, 2016",Caturra,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08,82.42,0.11,0,0,Green,1,"August 5th, 2017",1
527,Arabica,,3-59-0503,442,275,70 kg,2017 / 2018,"November 9th, 2017",Caturra,Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10,10,10,7.5,84.08,0,1,3,Green,3,"November 9th, 2018",1
528,Arabica,,,,320,5 lbs,2014,"April 18th, 2014",,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,10,7.58,82.58,0,0,0,Green,11,"April 18th, 2015",3
529,Arabica,finca monte azúl,240LVCF,1100,240,69 kg,2017,"May 12th, 2017",Bourbon,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,80.92,0.11,0,0,Green,11,"May 12th, 2018",3
530,Arabica,la timbuchera; el ocotito y la hortaliza,,1150,70,1 kg,2012,"July 2nd, 2012",Typica,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,10,10,10,7.5,82.58,0.12,0,0,Green,0,"July 2nd, 2013",3
531,Arabica,fazenda do lobo,,1000m,25,60 kg,2011,"December 3rd, 2011",Mundo Novo,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58,83.17,0.12,0,0,Blue-Green,3,"December 2nd, 2012",0
532,Arabica,asoperc,,5600-5760 metros,250,69 kg,2013,"February 26th, 2013",Bourbon,Washed / Wet,8,7.83,7.67,8.33,7.83,8,10,10,10,7.83,85.5,0.11,0,0,Green,1,"February 26th, 2014",2
533,Arabica,several,,1300,250,1 kg,2013,"January 21st, 2014",Caturra,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,10,10,10,7.5,82.75,0.1,0,0,Green,2,"January 21st, 2015",1
534,Arabica,,,,1,2 kg,2012,"January 8th, 2014",Typica,Washed / Wet,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1,0,0,Green,0,"January 8th, 2015",1
535,Arabica,,,1750 m.s.n.m,0,70 kg,3T/2011,"September 22nd, 2011",,,7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,7.5,82.42,0.02,0,0,,1,"September 21st, 2012",1
536,Arabica,,,1750 msnm,250,70 kg,2012,"June 8th, 2012",Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,7.5,83,0.11,0,0,Green,0,"June 8th, 2013",1
537,Arabica,,3-59-1695,1799,50,70 kg,2016,"February 20th, 2017",Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,7.58,83.5,0,0,0,Bluish-Green,5,"February 20th, 2018",1
538,Arabica,,,,1,5 lbs,2013,"March 3rd, 2014",,Natural / Dry,8,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33,72.83,0,0,0,Bluish-Green,15,"March 3rd, 2015",1
539,Arabica,several,,1200,250,3 lbs,2013,"January 8th, 2014",Caturra,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,79.33,0,0,0,Green,3,"January 8th, 2015",1
540,Arabica,finca tepictla,,1250,100,1 kg,2012,"September 10th, 2012",Mundo Novo,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,81.75,0.13,0,0,Green,23,"September 10th, 2013",3
541,Arabica,el limón,,1500,14,1 kg,2012,"September 13th, 2012",Typica,Washed / Wet,7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42,74.92,0.17,0,0,,6,"September 13th, 2013",3
542,Arabica,la esperanza,11/23/0368,190164,25,69 kg,2017,"June 1st, 2017",Bourbon,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,81.58,0.12,0,0,Green,0,"June 1st, 2018",2
543,Arabica,,3-59-1694,1799,275,70 kg,2016,"February 20th, 2017",Caturra,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5,83.08,0,0,1,Green,4,"February 20th, 2018",1
544,Arabica,rio verde,,1100,320,2 kg,2014/2015,"October 16th, 2014",Bourbon,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33,80.92,0.1,0,0,,0,"October 16th, 2015",0
545,Arabica,,,1100,200,1 kg,2012,"July 3rd, 2012",Typica,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,81,0,0,0,Green,8,"July 3rd, 2013",3
546,Arabica,la union monte verde,,4300,250,69 kg,2013,"April 29th, 2013",Bourbon,Washed / Wet,7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,78,0.11,3,0,Green,9,"April 29th, 2014",2
547,Arabica,finca medina,,1500 msnm,250,69 kg,2014,"February 18th, 2014",Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,7.58,83.42,0.1,0,0,Green,2,"February 18th, 2015",2
548,Arabica,sertao farm,,1250,300,60 kg,2012,"March 2nd, 2013",Bourbon,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,0,0,Bluish-Green,0,"March 2nd, 2014",0
549,Arabica,el sacramento,,4300,250,1 kg,2012,"February 7th, 2013",Bourbon,Washed / Wet,7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,78.33,0.11,1,0,Green,4,"February 7th, 2014",2
550,Arabica,las delicias,11/23/0688,4000,50,69 kg,2017,"August 23rd, 2017",Bourbon,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,81.5,0.1,0,0,Green,0,"August 23rd, 2018",2
551,Arabica,,1,,275,70 kg,2016,"February 20th, 2017",Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.67,8.5,10,10,10,7.5,84.33,0,0,3,Green,5,"February 20th, 2018",1
552,Arabica,,,de 1.600 a 1950 msnm,50,70 kg,2013,"July 19th, 2013",Caturra,Washed / Wet,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,81.83,0,2,0,Bluish-Green,0,"July 19th, 2014",1
553,Arabica,,,,300,60 kg,2014,"January 15th, 2015",Mundo Novo,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,7.75,81,0.12,0,0,Green,0,"January 15th, 2016",0
554,Arabica,,,,275,69 kg,,"November 11th, 2010",,,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,7.75,83.08,0.02,0,0,,1,"November 11th, 2011",2
555,Arabica,,,2136 msnm,250,70 kg,2012,"March 16th, 2012",Caturra,Natural / Dry,7.83,8,7.75,7.75,7.83,7.83,10,10,10,8.08,85.08,0.11,0,0,Green,8,"March 16th, 2013",1
556,Arabica,el morito,,5000 ft.,250,69 kg,2014,"June 16th, 2014",Pacas,Washed / Wet,7.75,7.42,7.25,7.75,7.5,7.67,10,10,10,7.42,82.75,0.13,0,0,Green,2,"June 16th, 2015",2
557,Arabica,various,,1300,450,1 kg,2013,"March 29th, 2013",Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,81.92,0.12,0,0,Green,6,"March 29th, 2014",3
558,Arabica,,,1550,250,70 kg,2014,"March 13th, 2014",Caturra,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10,10,10,7.67,83.58,0.12,0,0,Green,1,"March 13th, 2015",1
559,Arabica,,,1050 - 1850 msnm,300,70 kg,Abril - Julio,"May 12th, 2011",,,7.33,7.67,7.58,7.33,7.58,7.92,10,10,10,7.58,83,0.08,0,0,,1,"May 11th, 2012",1
560,Arabica,various,,1450 msnm,250,70 kg,2012,"June 26th, 2012",Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,7.67,83.42,0.11,0,0,Green,2,"June 26th, 2013",1
561,Arabica,santa mariana,,,51,60 kg,2012,"January 23rd, 2012",Arusha,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,82.42,0.11,0,0,Blue-Green,2,"January 22nd, 2013",0
562,Arabica,finca huehuetecpan,,1338,150,1 kg,2013,"July 19th, 2013",Mundo Novo,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,82.25,0.12,0,0,Blue-Green,4,"July 19th, 2014",3
563,Arabica,las merceditas,11/23/0640,1700,50,69 kg,2017,"August 22nd, 2017",Bourbon,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,81.67,0.1,0,0,Green,1,"August 22nd, 2018",2
564,Arabica,,,1750 msnm,250,70 kg,2013,"February 27th, 2013",Caturra,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,10,10,10,7.42,82.58,0.11,0,0,Green,0,"February 27th, 2014",1
565,Arabica,las delicias,11/23/0632,4000,50,69 kg,2017,"September 8th, 2017",Bourbon,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,7.58,82.75,0.1,0,0,Green,1,"September 8th, 2018",2
566,Arabica,various,,4000,250,69 kg,2014,"September 11th, 2014",Other,Washed / Wet,7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,79,0.12,0,0,Green,3,"September 11th, 2015",2
567,Arabica,,3-59-0075,442,275,70 kg,2017,"September 28th, 2017",Caturra,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10,10,10,7.75,83.75,0.11,0,0,Green,1,"September 28th, 2018",1
568,Arabica,el sauce,,1550,16,1 kg,2012,"September 12th, 2012",Typica,Semi-washed / Semi-pulped,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,79,0.14,3,0,Green,17,"September 12th, 2013",3
569,Arabica,el papaturro,,4000 psnm,250,69 kg,2014,"June 27th, 2014",Bourbon,Other,7.75,7.83,7.5,7.83,7.58,7.67,10,10,10,7.83,84,0.1,0,0,Green,0,"June 27th, 2015",2
570,Arabica,fazenda rio verde,,1260,220,60 kg,2013/2014,"December 30th, 2013",Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,82.42,0,0,0,Green,0,"December 30th, 2014",0
571,Arabica,café do paraíso,,894m - 1183m,1,2 kg,2012,"May 20th, 2013",Mundo Novo,Natural / Dry,7.58,7.83,7.75,7.67,7.67,8,10,10,10,7.67,84.17,0.11,0,0,Green,3,"May 20th, 2014",0
572,Arabica,las cebollas y anexos,,1300 a 1800 mtrs. a nivel del mar,275,69 kg,2015,"April 20th, 2015",Catuai,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,81.92,0.11,0,0,Green,7,"April 19th, 2016",2
573,Arabica,finca monte grande,,1100,36,1 kg,2012,"June 6th, 2012",Other,Washed / Wet,7.58,7.58,7.42,7.58,7.42,7.5,10,10,10,7.58,82.67,0.11,0,0,,2,"June 6th, 2013",3
574,Arabica,mata larga,,1000,54,1 kg,2012,"July 11th, 2012",Caturra,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10,10,10,7.58,83.25,0.12,0,0,Blue-Green,0,"July 11th, 2013",3
575,Arabica,la esmeralda,11/23/0634,518,25,69 kg,2017,"August 22nd, 2017",Bourbon,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,81.83,0.1,1,0,Green,1,"August 22nd, 2018",2
576,Arabica,rio verde,,1200,300,2 kg,2014/2015,"October 16th, 2014",Bourbon,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10,10,9.33,8.08,83.83,0,0,0,Green,1,"October 16th, 2015",0
577,Arabica,,,,275,2 kg,2015,"April 23rd, 2015",,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,79.92,0,0,0,Green,1,"April 22nd, 2016",1
578,Arabica,,,2.560 msnm,250,70 kg,2015,"August 18th, 2015",Caturra,Natural / Dry,8.17,7.83,7.58,8.08,8,7.75,10,10,10,7.67,85.08,0,0,0,,0,"August 17th, 2016",1
579,Arabica,conquista / morito,,,250,2 kg,2012,"January 3rd, 2012",Bourbon,Washed / Wet,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,76.5,0.12,0,0,,4,"January 2nd, 2013",2
580,Arabica,,,1800,275,2 kg,2015/2016,"June 5th, 2015",Other,Washed / Wet,7.83,7.75,7.83,7.58,7.67,7.75,10,10,10,7.83,84.25,0.12,0,0,Green,0,"June 4th, 2016",1
581,Arabica,cafetal,101,1300,200,69 kg,2017,"July 3rd, 2017",Mundo Novo,Washed / Wet,7.83,7.83,7.58,7.92,7.42,7.5,10,10,10,7.83,83.92,0.11,0,0,Green,5,"July 3rd, 2018",3
582,Arabica,las lomas,,1200,250,1 kg,2012,"July 11th, 2012",Bourbon,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67,83,0.11,5,0,Green,8,"July 11th, 2013",3
583,Arabica,,,1800 msnm,250,70 kg,4T/10,"February 9th, 2011",,,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,82.17,0.08,0,0,,0,"February 9th, 2012",1
584,Arabica,,,de 1600 a 1950 msnm,138,70 kg,2014,"April 8th, 2014",Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.67,7.67,10,10,10,8.33,84,0.12,0,0,Green,3,"April 8th, 2015",1
